Id,SalePrice
1461,119144.9547
1462,150909.0116
1463,174250.1328
1464,189649.6029
1465,194341.7996
1466,176351.5596
1467,176216.8715
1468,169438.9364
1469,185075.5329
1470,122853.2313
1471,188314.5868
1472,98450.37183
1473,96818.42571
1474,148516.3497
1475,119849.0697
1476,360335.9803
1477,247099.6627
1478,300857.6497
1479,286817.6937
1480,471545.168
1481,314672.1526
1482,211311.792
1483,174819.5887
1484,170759.5615
1485,186545.7406
1486,194662.4854
1487,326486.3137
1488,234859.2553
1489,196468.1745
1490,219293.185
1491,192257.7907
1492,93981.86615
1493,184590.8141
1494,294881.5864
1495,285317.5737
1496,232584.7695
1497,180793.404
1498,167400.3832
1499,159362.1418
1500,160354.1972
1501,172352.2195
1502,157002.1355
1503,275425.3692
1504,240475.8945
1505,221616.5201
1506,182536.3366
1507,238877.9276
1508,192434.2178
1509,159058.9047
1510,148158.8714
1511,152812.6814
1512,169130.0612
1513,146984.3394
1514,150082.1618
1515,185176.338
1516,153936.2369
1517,158667.3562
1518,131337.5252
1519,214882.8151
1520,132433.953
1521,133918.3264
1522,168336.006
1523,113710.6856
1524,120584.7543
1525,121359.0616
1526,117775.0904
1527,107906.1713
1528,130218.71
1529,146825.9422
1530,187398.2126
1531,123729.1949
1532,103384.9612
1533,143449.3487
1534,120462.2173
1535,140589.3106
1536,111557.9552
1537,70388.4153
1538,149963.0361
1539,194247.2586
1540,101008.0939
1541,137943.7776
1542,134533.959
1543,179920.2133
1544,87613.41368
1545,109252.8805
1546,132872.262
1547,131821.6544
1548,134464.1045
1549,118864.5443
1550,138365.0754
1551,112171.6747
1552,143437.8953
1553,138870.4036
1554,119267.7132
1555,157463.068
1556,91504.25371
1557,104942.131
1558,99131.28429
1559,89419.8267
1560,136219.6218
1561,126481.0982
1562,130308.7673
1563,122851.6085
1564,155542.3868
1565,149840.9642
1566,231874.2362
1567,80809.43693
1568,230648.0876
1569,133079.2678
1570,136568.9293
1571,118804.8059
1572,138684.2842
1573,226463.0059
1574,116667.3885
1575,220671.4987
1576,237717.1311
1577,193423.293
1578,146184.8461
1579,140477.4275
1580,193151.9025
1581,149134.6261
1582,129003.0675
1583,300274.3802
1584,229935.5727
1585,139148.9907
1586,76327.26002
1587,107823.1221
1588,149287.7667
1589,96085.44784
1590,133047.6531
1591,97799.91237
1592,116151.992
1593,129485.094
1594,129049.4346
1595,112865.3365
1596,216928.4664
1597,178560.2219
1598,205253.8896
1599,173029.9826
1600,174790.7061
1601,72510.46076
1602,111448.7516
1603,87190.62734
1604,267019.5357
1605,246661.4686
1606,168812.8952
1607,170228.9675
1608,219777.8742
1609,187929.4931
1610,155564.3943
1611,143864.809
1612,171317.6595
1613,167664.6146
1614,122836.0786
1615,89898.28829
1616,81810.03617
1617,92253.95763
1618,129463.5587
1619,140777.9189
1620,163276.8753
1621,135051.0032
1622,148930.5347
1623,269320.2312
1624,207660.512
1625,122597.017
1626,171428.1605
1627,186303.6314
1628,273283.5883
1629,178996.1286
1630,324693.9724
1631,212995.743
1632,237155.6231
1633,178627.4391
1634,187351.6928
1635,178111.9966
1636,160254.7394
1637,187982.3592
1638,190350.298
1639,182961.6797
1640,246605.8251
1641,177385.4968
1642,234306.7913
1643,219603.7323
1644,231571.9308
1645,194083.3416
1646,161427.0436
1647,161036.3697
1648,134875.9699
1649,142590.506
1650,119605.7037
1651,122386.9998
1652,98695.79525
1653,101980.0316
1654,151935.0905
1655,141483.8852
1656,144733.6638
1657,152676.8973
1658,153404.1078
1659,130492.8747
1660,152744.3323
1661,422462.1978
1662,377509.4536
1663,359919.8111
1664,446738.7585
1665,304957.949
1666,319437.9909
1667,361233.918
1668,337742.1303
1669,306353.4326
1670,338139.2954
1671,259729.3638
1672,442144.5554
1673,296898.2715
1674,246558.2114
1675,193154.286
1676,192646.0912
1677,213517.9453
1678,440809.6173
1679,385313.4302
1680,316070.034
1681,246349.8983
1682,311513.4328
1683,190895.426
1684,177373.7693
1685,175455.0709
1686,173629.4155
1687,171860.218
1688,188002.2723
1689,192431.5406
1690,194655.0955
1691,185982.7943
1692,263863.1233
1693,172496.9583
1694,185159.5854
1695,173558.0973
1696,269499.113
1697,175732.9399
1698,335567.5327
1699,323157.1937
1700,249616.5881
1701,264053.9377
1702,239855.9769
1703,243769.5378
1704,277938.7374
1705,238569.6731
1706,386037.2012
1707,212253.0044
1708,208064.0606
1709,261619.6949
1710,221935.9607
1711,274052.6229
1712,248981.4458
1713,269018.4961
1714,218402.4653
1715,206700.9746
1716,179743.9208
1717,176255.5816
1718,132684.7426
1719,205701.7138
1720,238333.9499
1721,161796.1705
1722,121458.2638
1723,154482.1584
1724,207199.4167
1725,237388.4966
1726,189816.4333
1727,163151.0433
1728,180890.5675
1729,167038.381
1730,157014.1506
1731,122395.0841
1732,129630.0277
1733,117767.0951
1734,125934.0301
1735,131671.7727
1736,113034.0097
1737,305420.4628
1738,232916.1433
1739,254232.5462
1740,205177.162
1741,183797.9689
1742,170660.1722
1743,179159.7352
1744,303958.9617
1745,212176.8479
1746,206945.8594
1747,210957.4551
1748,217254.9984
1749,150515.929
1750,130299.8411
1751,237740.6815
1752,120671.1398
1753,145767.3173
1754,195241.5854
1755,161953.4987
1756,127377.9266
1757,121610.1916
1758,148500.1118
1759,160258.1476
1760,162816.8167
1761,142304.922
1762,179463.8908
1763,176540.976
1764,118075.5857
1765,160417.9113
1766,184543.6863
1767,208780.5446
1768,141276.8948
1769,169868.8421
1770,152303.9292
1771,125426.5037
1772,136381.4922
1773,134031.7849
1774,137716.3126
1775,141553.2587
1776,127616.7016
1777,114970.261
1778,137180.7241
1779,123058.971
1780,175262.9507
1781,126712.741
1782,96368.41474
1783,139469.2061
1784,102723.1141
1785,117459.728
1786,151522.3636
1787,165824.0531
1788,63725.9221
1789,97330.6614
1790,88932.08963
1791,182911.7029
1792,152773.3008
1793,133091.6711
1794,150092.0331
1795,135669.2909
1796,131162.2237
1797,111928.0703
1798,123498.9996
1799,111891.5444
1800,127872.0828
1801,127076.4157
1802,140623.1783
1803,150316.9786
1804,139020.7908
1805,136874.3
1806,120491.9023
1807,135465.7737
1808,120415.636
1809,122303.5503
1810,139225.6668
1811,95679.60698
1812,101763.4289
1813,122943.6968
1814,101094.5016
1815,61152.57844
1816,101112.1647
1817,114916.4606
1818,135381.0033
1819,123183.5894
1820,72438.94965
1821,118374.5835
1822,152687.8551
1823,56918.85681
1824,127905.3016
1825,138233.6041
1826,105723.0609
1827,106373.7576
1828,131422.1809
1829,121377.7929
1830,137774.9069
1831,144035.1281
1832,93583.01744
1833,140503.8655
1834,124493.8997
1835,124929.2587
1836,121259.7164
1837,89159.12392
1838,124963.5319
1839,102406.3345
1840,150854.1651
1841,135047.072
1842,96733.68576
1843,131650.4187
1844,143447.4976
1845,143547.2024
1846,153357.7839
1847,161955.7782
1848,61693.5038
1849,113966.9971
1850,124002.8029
1851,146620.0711
1852,130140.8633
1853,129312.917
1854,161034.4341
1855,150799.0752
1856,226043.2008
1857,149243.8768
1858,136745.7908
1859,120019.8941
1860,147447.4465
1861,119227.6735
1862,320034.8331
1863,304609.8457
1864,304770.7001
1865,326261.8528
1866,326075.7796
1867,230924.3795
1868,285008.5008
1869,202791.0995
1870,226623.6177
1871,257878.6391
1872,173732.5321
